code,name,price,psr,field
002602,世纪华通,0,0.0,HS300_ MSCI中国 深成500 深股通 手游概念 塑胶制品 网络游戏 浙江板块
002603,以岭药业,14.17,10.81174226565465,病毒防治 单抗概念 独家药品 股权激励 河北板块 健康中国 融资融券 深成500 深股通 养老概念 医药制造 中药 中证500
002604,*ST龙力,2.21,5.475333446280992,ST概念 健康中国 山东板块 生态农业 石墨烯 食品饮料 新能源
002605,姚记扑克,9.16,29.820244852459016,彩票概念 迪士尼 共享经济 免疫治疗 上海板块 网络游戏 文教休闲
002606,大连电瓷,4.64,10.111130695187164,股权转让 辽宁板块 输配电气 一带一路
002607,亚夏汽车,14.15,8.072151877607789,安徽板块 参股银行 电商概念 汽车行业
002608,江苏国信,6.57,4.503262632256893,HS300_ 电力行业 江苏板块 深成500 深股通
002609,捷顺科技,0,0.0,电子信息 股权激励 广东板块 深股通 生物识别 智慧城市
002610,爱康科技,0,0.0,2025规划 PPP模式 充电桩 江苏板块 金属制品 区块链 深成500 深股通 太阳能 新能源 新能源车 智能电网
002611,东方精工,0,0.0,广东板块 深股通 新能源车 智能机器 专用设备
002612,朗姿股份,11.7,7.244582043343653,北京板块 纺织服装
002613,北玻股份,3.06,11.072355984555985,河南板块 苹果概念 专用设备
002614,奥佳华,20.0,10.845338491295939,福建板块 家电行业 健康中国 深股通 养老概念
002615,哈尔斯,6.33,6.627122448979592,迪士尼 金属制品 浙江板块
002616,长青集团,5.57,9.969039703614456,股权激励 广东板块 家电行业 美丽中国 深股通 新能源 雄安新区
002617,露笑科技,0,0.0,高送转 金属制品 蓝宝石 新能源车 浙江板块
002618,丹邦科技,12.13,92.14919078101798,OLED 电子元件 广东板块 深股通 智能穿戴
002619,艾格拉斯,3.91,40.7544866779661,海绵城市 深股通 手游概念 网络游戏 文化传媒 浙江板块
002620,瑞和股份,7.3,3.3202634880803013,广东板块 装修装饰
002621,三垒股份,0,0.0,工业4.0 股权转让 机械行业 辽宁板块
002622,融钰集团,5.03,156.43732251220894,参股保险 参股银行 大数据 互联金融 吉林板块 深股通 石墨烯 输配电气
002623,亚玛顿,16.18,9.918773946360153,玻璃陶瓷 江苏板块 太阳能 新能源
002624,完美世界,29.43,21.461155816971715,HS300_ MSCI中国 QFII重仓 深成500 深股通 手游概念 网络游戏 文化传媒 新三板 浙江板块
002625,光启技术,12.48,286.92157394010013,HS300_ 军工 军民融合 汽车行业 深成500 深股通 雄安新区 浙江板块 智能机器
002626,金达威,16.54,13.505444537748344,福建板块 深股通 食品饮料
002627,宜昌交运,18.31,5.988799862190812,高送转 湖北板块 交运物流 一带一路
002628,成都路桥,4.42,9.129914857142857,PPP模式 工程建设 举牌概念 四川板块
002629,仁智股份,4.97,3.812628603351955,股权转让 石油行业 天然气 油改概念 油价相关 油气设服 浙江板块
002630,华西能源,0,0.0,PPP模式 机械行业 美丽中国 深股通 石墨烯 四川板块
002631,德尔未来,7.34,15.352164630225081,江苏板块 木业家具 深股通 石墨烯 智能家居 锂电池
002632,道明光学,9.02,23.34840790909091,安防设备 充电桩 电商概念 新材料 新三板 增强现实 浙江板块
002633,申科股份,8.79,52.45673363835289,机械行业 浙江板块
002634,棒杰股份,4.58,21.641029638915054,纺织服装 浙江板块
002635,安洁科技,17.15,20.505064490291257,电子元件 江苏板块 苹果概念 深成500 深股通 特斯拉 无线充电 小米概念 新能源车 虚拟现实 中证500
002636,金安国纪,7.77,6.202368421052633,电子元件 上海板块 深成500 深股通
002637,赞宇科技,9.99,2.666104930467762,化工行业 举牌概念 壳资源 浙江板块
002638,勤上股份,3.19,15.234613408805032,LED 参股银行 电子元件 广东板块 互联金融 在线教育
002639,雪人股份,6.46,19.098729333333335,福建板块 海洋经济 机械行业 燃料电池 深股通 油气设服
002640,跨境通,15.25,5.105025924924275,电商概念 国际贸易 山西板块 深成500 深股通 中证500
002641,永高股份,3.52,4.265009708737864,塑胶制品 太阳能 浙江板块
002642,荣之联,8.72,10.742979918063314,北京板块 大数据 基因测序 精准医疗 融资融券 软件服务 深成500 深股通 云计算 中证500
002643,万润股份,7.34,10.141394662613983,OLED QFII重仓 国企改革 化工行业 山东板块 深成500 深股通 体外诊断 新材料
002644,佛慈制药,9.76,34.85323300699301,甘肃板块 一带一路 医药制造 中药
002645,华宏科技,11.1,11.97644590909091,机械行业 江苏板块 节能环保 美丽中国 一带一路
002646,青青稞酒,12.87,12.192631578947369,酿酒行业 青海板块 融资融券 深股通
002647,民盛金科,18.28,42.826957640167365,电子信息 节能环保 举牌概念 移动支付 浙江板块
002648,卫星石化,10.6,6.432021950941244,二胎概念 股权激励 化工行业 化工原料 节能环保 融资融券 深成500 深股通 浙江板块
002649,博彦科技,8.83,7.867512040677966,阿里概念 北京板块 大数据 区块链 软件服务 云计算
002650,加加食品,0,0.0,湖南板块 深股通 食品饮料
002651,利君股份,5.73,35.679037267080744,成渝特区 机械行业 节能环保 深股通 四川板块
002652,扬子新材,6.42,5.912681438848921,江苏板块 节能环保 金属制品 壳资源
002653,海思科,11.7,26.441755230125523,参股保险 单抗概念 融资融券 深股通 西藏板块 医药制造
002654,万润科技,5.37,5.0072221053719,LED 股权激励 广东板块 节能环保 软件服务 深股通 深圳特区 新三板
002655,共达电声,7.58,16.43855421686747,电子元件 苹果概念 山东板块 生物识别 小米概念 智能穿戴
002656,摩登大道,0,0.0,纺织服装 广东板块 虚拟现实
002657,中科金财,15.85,23.675180066371684,北京板块 参股期货 大数据 股权激励 互联金融 区块链 软件服务 深成500 深股通 移动支付 云计算 债转股 中证500
002658,雪迪龙,7.95,26.277586803278687,PPP模式 北京板块 北京冬奥 大数据 海绵城市 节能环保 美丽中国 深股通 雄安新区 仪器仪表 转债标的
002659,凯文教育,13.24,163.01649865408837,北京板块 文教休闲
002660,茂硕电源,7.85,7.959508948339483,LED 充电桩 电子元件 独角兽 股权激励 广东板块 深圳特区 太阳能 新能源 智能机器
002661,克明面业,12.55,6.266667776946107,湖南板块 食品饮料
002662,京威股份,3.36,3.676148796498906,北京板块 节能环保 汽车行业 融资融券 深股通 新材料 新能源车 锂电池
002663,普邦股份,2.9,7.418920868945869,PPP模式 广东板块 节能环保 美丽中国 区块链 深股通 园林工程 中证500
002664,长鹰信质,25.02,16.090836655948554,独角兽 机械行业 军工 军民融合 深成500 深股通 无人机 新能源车 浙江板块
002665,首航节能,0,0.0,北京板块 核能核电 机械行业 节能环保 美丽中国 深成500 深股通 太阳能 一带一路 中证500
002666,德联集团,4.11,4.428990604285714,广东板块 汽车行业
002667,鞍重股份,5.92,29.354187949842856,高送转 辽宁板块 专用设备
002668,奥马电器,0,0.0,股权激励 广东板块 互联金融 家电行业 深成500 深股通
002669,康达新材,20.52,37.48464572727273,材料行业 军工 军民融合 上海板块 新材料
002670,国盛金控,13.99,66.94659283067092,参股券商 广东板块 互联金融 券商概念 券商信托 深成500 深股通 中证500
002671,龙泉股份,4.24,10.712053903743316,山东板块 水泥建材
002672,东江环保,16.82,19.684727812664907,AH股 广东板块 环保工程 节能环保 美丽中国 深成500 深股通 深圳特区 中证500
002673,西部证券,7.08,44.03734597513321,HS300_ MSCI中国 券商概念 券商信托 融资融券 陕西板块 深成500 深股通 深证100R
002674,兴业科技,8.05,7.237386041666666,纺织服装 福建板块
002675,东诚药业,9.88,19.154815420000002,独家药品 免疫治疗 山东板块 深股通 医药制造 中药
002676,顺威股份,3.02,5.226923076923077,股权转让 广东板块 塑胶制品 智能家居
002677,浙江美大,17.05,50.070936499999995,家电行业 浙江板块
002678,珠江钢琴,8.57,18.69408272651357,二胎概念 广东板块 机构重仓 深股通 文教休闲
002679,福建金森,20.77,112.05930571387444,福建板块 美丽中国 木业家具
002680,长生生物,23.07,64.9220737803468,单抗概念 股权激励 江苏板块 深股通 医药制造
002681,奋达科技,8.94,20.72984079310345,富士康 股权激励 广东板块 家电行业 苹果概念 融资融券 深成500 深股通 深圳特区 小米概念 虚拟现实 增强现实 智能穿戴 中证500
002682,龙洲股份,8.03,3.749124,电商概念 福建板块 交运物流
002683,宏大爆破,9.0,9.110233766233765,广东板块 化工行业 军民融合
002684,猛狮科技,8.64,8.156597031613977,电子元件 广东板块 燃料电池 昨日涨停 锂电池
002685,华东重机,7.8,5.350569557522124,机械行业 江苏板块 深股通
002686,亿利达,7.36,11.362660348432057,机械行业 新材料 新能源车 浙江板块
002687,乔治白,5.34,10.187686451612903,创投 纺织服装 浙江板块
002688,金河生物,4.96,9.322594414201184,节能环保 内蒙古 农牧饲渔 生物疫苗
002689,远大智能,3.67,23.679346809523807,工业4.0 机械行业 节能环保 辽宁板块 智能机器
002690,美亚光电,21.67,94.5091612903226,安徽板块 深股通 智能机器 中证500 专用设备
002691,冀凯股份,10.74,37.36504593886892,股权转让 河北板块 机械行业 举牌概念
002692,睿康股份,0,0.0,股权转让 江苏板块 举牌概念 输配电气
002693,双成药业,6.52,27.573575480130653,海南板块 医药制造
002694,顾地科技,4.72,8.007866181818182,股权激励 海绵城市 湖北板块 塑胶制品 体育产业
002695,煌上煌,13.65,16.902420036144576,江西板块 深成500 深股通 食品饮料
002696,百洋股份,10.47,8.179650254940713,高送转 广西板块 农牧饲渔
002697,红旗连锁,5.25,3.876221498371335,彩票概念 参股银行 举牌概念 商业百货 深股通 四川板块 新零售
002698,博实股份,8.9,35.27401162790698,2025规划 3D打印 工业4.0 黑龙江 人工智能 深股通 虚拟现实 智能机器 专用设备
002699,美盛文化,0,0.0,迪士尼 深成500 深股通 手游概念 网络游戏 文教休闲 增强现实 浙江板块 中证500
002700,新疆浩源,7.2,30.113600792079207,参股保险 公用事业 天然气 新疆板块
002701,奥瑞金,5.44,6.428714131460111,北京板块 金属制品 融资融券 社保重仓 深成500 深股通 体育产业 中证500
002702,海欣食品,5.01,9.158203802281369,电商概念 福建板块 股权激励 食品饮料
002703,浙江世宝,4.56,12.67880061971831,AH股 汽车行业 深股通 无人驾驶 浙江板块
002705,新宝股份,9.32,4.170099172717272,贬值受益 广东板块 家电行业 小米概念
002706,良信电器,6.45,15.599541323076924,QFII重仓 充电桩 上海板块 输配电气
002707,众信旅游,9.53,3.263645874244256,QFII重仓 北京板块 大数据 股权激励 旅游酒店 深股通 在线旅游 中证500 转债标的
002708,光洋股份,5.01,6.711411745714286,长江三角 江苏板块 汽车行业
002709,天赐材料,38.52,30.00915619266055,QFII重仓 广东板块 化工行业 深成500 深股通 新材料 新能源车 中证500 锂电池
002710,慈铭体检,0,0.0,北京板块 医药制造
002711,欧浦智网,8.98,8.16137021686747,电商概念 广东板块 交运物流 举牌概念 深股通 移动支付
002712,思美传媒,18.49,4.512085269093504,文化传媒 浙江板块
002713,东易日盛,21.83,8.000025181311019,北京板块 互联金融 智能家居 装修装饰 租售同权
002714,牧原股份,46.8,19.67202169811321,HS300_ MSCI中国 高送转 河南板块 农牧饲渔 融资融券 深成500 深股通 乡村振兴 猪肉概念
002715,登云股份,14.85,14.364767521451997,广东板块 举牌概念 汽车行业
002716,金贵银业,0,0.0,高送转 贵金属 湖南板块 黄金概念 深成500 深股通
002717,岭南股份,9.25,9.531441427840328,PPP模式 参股保险 高送转 广东板块 美丽中国 深股通 乡村振兴 雄安新区 虚拟现实 园林工程 粤港自贸
002718,友邦吊顶,35.25,26.17817351694915,长江三角 木业家具 浙江板块
002719,麦趣尔,0,0.0,二胎概念 食品饮料 新疆板块
002720,宏良股份,0,0.0,纺织服装 甘肃板块
002721,金一文化,0,0.0,3D打印 北京板块 北京冬奥 互联金融 黄金概念 深股通 智能穿戴 珠宝首饰
002722,金轮股份,17.07,6.266136307531381,电商概念 机械行业 江苏板块 智能机器
002723,金莱特,0,0.0,LED 电商概念 广东板块 家电行业
002724,海洋王,6.79,18.602739726027398,电子元件 广东板块
002725,跃岭股份,12.21,15.173592233009709,汽车行业 浙江板块 昨日涨停
002726,龙大肉食,8.47,3.4785981749049433,农牧饲渔 山东板块 猪肉概念
002727,一心堂,30.83,8.0332000614961,电商概念 互联医疗 深股通 生物疫苗 医疗器械 医药制造 云南板块
002728,特一药业,16.06,15.745145274509802,独家药品 广东板块 深圳特区 医药制造 中药 转债标的
002729,好利来,24.58,42.3220775330715,LED 电子元件 福建板块 太阳能 新能源车
002730,电光科技,8.31,17.757754569536424,3D打印 在线教育 浙江板块 专用设备
002731,萃华珠宝,15.19,3.656276677316294,辽宁板块 珠宝首饰
002732,燕塘乳业,23.54,14.301231660231661,电商概念 广东板块 食品饮料
002733,雄韬股份,10.22,4.822313886792453,电子元件 广东板块 燃料电池 新能源车 锂电池
002734,利民股份,11.43,8.852240542936288,江苏板块 农药兽药
002735,王子新材,0,0.0,包装材料 广东板块 手游概念
002736,国信证券,9.01,31.614035087719298,HS300_ MSCI中国 广东板块 券商概念 券商信托 融资融券 深成500 深股通 深证100R
002737,葵花药业,21.46,11.487296058661778,高送转 黑龙江 健康中国 深股通 医药制造 中药
002738,中矿资源,18.2,32.112981651376145,北京板块 工程建设
002739,万达电影,0,0.0,HS300_ 北京板块 深成500 深股通 深证100R 文化传媒
002740,爱迪尔,7.36,5.555067543378995,广东板块 深圳特区 珠宝首饰
002741,光华科技,15.54,16.289959529411764,广东板块 化工行业 化工原料 锂电池
002742,三圣股份,9.52,7.716022514071295,水泥建材 一带一路 重庆板块
002743,富煌钢构,7.04,3.465641950364963,PPP模式 安徽板块 水泥建材 雄安新区
002745,木林森,15.31,9.47480653830944,LED 电子元件 高送转 广东板块 深成500 深股通 中证500
002746,仙坛股份,11.23,7.680333648230089,农牧饲渔 山东板块 生态农业
002747,埃斯顿,13.17,36.565972966887415,QFII重仓 机械行业 江苏板块 深股通 智能机器
002748,世龙实业,9.29,7.358415841584159,化工行业 江西板块
002749,国光股份,35.49,26.775,农药兽药 四川板块
002750,龙津药业,7.32,35.38528202274721,医药制造 云南板块
002751,易尚展示,32.92,37.14928286131387,广东板块 木业家具 深圳特区 虚拟现实
002752,昇兴股份,8.37,13.947441569999999,福建板块 金属制品 深股通
002753,永东股份,13.93,7.772723,化工行业 煤化工 山西板块 转债标的
002755,东方新星,9.57,26.55746103849035,北京板块 工程建设
002756,永兴特钢,18.65,5.838260869565216,参股保险 钢铁行业 核能核电 浙江板块 锂电池
002757,南兴装备,29.84,15.198689174311925,大数据 广东板块 机械行业
002758,华通医药,9.47,5.09923076923077,医药制造 浙江板块 中药
002759,天际股份,8.87,22.919066285714283,广东板块 家电行业 锂电池
002760,凤形股份,15.52,13.132307692307693,安徽板块 金属制品
002761,多喜爱,20.0,25.660377358490567,纺织服装 高送转 湖南板块
002762,金发拉比,7.56,27.306670258926292,二胎概念 纺织服装 广东板块
002763,汇洁股份,10.59,7.31330728241563,纺织服装 广东板块
002765,蓝黛传动,6.65,9.867081314878893,机械行业 重庆板块
002766,索菱股份,12.67,13.666555447570332,北斗导航 车联网 广东板块 深股通 通讯行业 无人驾驶 物联网
002767,先锋电子,15.47,35.94219509928441,仪器仪表 浙江板块
002768,国恩股份,28.14,13.070162671232877,化工行业 山东板块
002769,普路通,13.99,4.832500242201835,贬值受益 电子信息 广东板块 深股通 小米概念
002770,科迪乳业,0,0.0,二胎概念 河南板块 食品饮料
002771,真视通,14.12,15.211965493333333,北京板块 大数据 股权激励 举牌概念 军民融合 软件服务 网络安全 物联网 云计算 在线教育
002772,众兴菌业,8.44,11.800766906367041,甘肃板块 农牧饲渔 转债标的
002773,康弘药业,50.16,48.31196228571428,单抗概念 深成500 深股通 四川板块 医药制造 中药
002774,快意电梯,8.15,18.1908,广东板块 机械行业 一带一路 粤港自贸
002775,文科园林,13.0,10.06689855072464,PPP模式 高送转 广东板块 海绵城市 美丽中国 园林工程
002776,柏堡龙,16.96,17.5783235862069,纺织服装 广东板块
002777,久远银海,27.28,38.581209573770494,大数据 电子信息 军民融合 四川板块 养老概念
002778,高科石化,0,0.0,江苏板块 石油行业
002779,中坚科技,21.0,25.199999999999996,机械行业 浙江板块
002780,三夫户外,18.69,21.30203772218238,北京板块 商业百货 体育产业
002781,奇信股份,15.66,4.159976387249114,工程建设 广东板块 一带一路
002782,可立克,16.77,27.906328125,充电桩 电子元件 广东板块 深股通
002783,凯龙股份,8.12,8.717381350482313,高送转 湖北板块 化工行业 军工 军民融合 新三板
002785,万里石,10.46,11.954285714285716,福建板块 水泥建材
002786,银宝山新,6.26,3.7583659842519683,广东板块 机械行业
002787,华源控股,10.25,12.053999999999998,包装材料 股权激励 江苏板块
002788,鹭燕医药,15.62,1.1549980707692307,福建板块 医疗行业
002789,建艺集团,35.6,4.669983844911147,广东板块 装修装饰
002790,瑞尔特,10.75,14.56084656084656,福建板块 高送转 塑胶制品
002791,坚朗五金,12.23,6.446613442622951,广东板块 金属制品
002792,通宇通讯,26.19,20.892401554770316,5G概念 广东板块 深股通 通讯行业
002793,东音股份,13.57,13.846938775510203,机械行业 浙江板块
002795,永和智控,20.45,30.984848484848484,机械行业 浙江板块
002796,世嘉科技,26.97,10.239260388888889,江苏板块 金属制品
002797,第一创业,6.8,53.76144469525959,HS300_ MSCI中国 广东板块 区块链 券商概念 券商信托 深成500 深股通 深证100R
002798,帝欧家居,31.52,9.440210853368562,木业家具 四川板块
002799,环球印务,15.22,19.025,陕西板块 造纸印刷
002800,天顺股份,22.97,12.252854285714285,交运物流 快递概念 新疆板块 一带一路
002801,微光股份,27.77,26.24942588,QFII重仓 机械行业 一带一路 浙江板块
002802,洪汇新材,23.8,23.231801801801797,化工行业 江苏板块
002803,吉宏股份,31.27,8.595545023696683,福建板块 造纸印刷
002805,丰元股份,21.36,28.84295078632366,化工行业 化工原料 山东板块 锂电池
002806,华锋股份,32.65,42.23095768867925,电子元件 广东板块
002807,江阴银行,5.45,15.436027139423077,江苏板块 银行 中证500 转债标的
002808,苏州恒久,10.04,31.670051061648557,电子元件 江苏板块
002809,红墙股份,19.94,14.929866047904191,广东板块 化工行业
002810,山东赫达,18.68,10.713465895953757,化工行业 山东板块 新材料
002811,亚泰国际,16.21,6.441059602649006,广东板块 一带一路 装修装饰
002812,创新股份,46.5,52.65497925311203,包装材料 高送转 深股通 云南板块 锂电池
002813,路畅科技,40.55,23.507246376811597,阿里概念 百度概念 北斗导航 车联网 广东板块 深圳特区 通讯行业 无人驾驶
002815,崇达技术,14.52,13.753456712328767,贬值受益 电子元件 高送转 广东板块 深股通 深圳特区 中证500 转债标的
002816,和科达,14.04,24.945454028584223,OLED 广东板块 专用设备
002817,黄山胶囊,22.65,26.068882679932113,安徽板块 医药制造 中药
002818,富森美,26.5,35.95783384146341,商业百货 深股通 四川板块 中证500
002819,东方中科,0,0.0,北京板块 仪器仪表
002820,桂发祥,14.57,19.2512,高送转 食品饮料 天津板块
002821,凯莱英,85.53,54.067812997252744,深股通 天津板块 医疗行业
002822,中装建设,5.96,4.481203007518797,广东板块 深圳特区 装修装饰
002823,凯中精密,13.16,10.834044350282486,工业4.0 广东板块 深圳特区 新能源车 专用设备
002824,和胜股份,12.43,10.86116504854369,广东板块 有色金属
002825,纳尔股份,20.91,12.041516206896551,上海板块 塑胶制品
002826,易明医药,15.05,31.468685457082334,西藏板块 医药制造 中药
002827,高争民爆,14.33,44.58709018472548,化工行业 西藏板块
002828,贝肯能源,15.52,330.1238670316124,石油行业 天然气 新疆板块 页岩气 一带一路
002829,星网宇达,30.78,61.6400971405288,百度概念 北斗导航 北京板块 电子信息 股权激励 军工 军民融合 无人驾驶 养老金
002830,名雕股份,21.81,26.199508108108105,广东板块 装修装饰
002831,裕同科技,50.19,12.43127052631579,广东板块 深成500 深股通 造纸印刷 中证500
002832,比音勒芬,37.5,18.3789527027027,纺织服装 广东板块 送转预期
002833,弘亚数控,55.98,29.357387441860464,QFII重仓 广东板块 深股通 专用设备
002835,同为股份,8.23,14.452682926829269,贬值受益 电子信息 广东板块 国家安防
002836,新宏泽,15.38,61.67712246949103,广东板块 造纸印刷
002837,英维克,16.87,26.485727605839415,5G概念 广东板块 机械行业 军工 新能源车 云计算
002838,道恩股份,19.06,19.445829959514167,高送转 山东板块 塑胶制品 新材料
002839,张家港行,6.05,17.221317377952758,江苏板块 深成500 深股通 银行 中证500
002840,华统股份,51.59,7.286494113043478,食品饮料 浙江板块 猪肉概念
002841,视源股份,55.03,13.464972105263158,电子元件 广东板块 人工智能 深成500 深股通 小米概念 在线教育 智能穿戴 智能家居 中证500
002842,翔鹭钨业,19.41,9.73362831858407,高送转 广东板块 小金属 有色金属
002843,泰嘉股份,14.9,22.80473473126398,湖南板块 金属制品
002845,同兴达,20.26,6.713210588235295,OLED 触摸屏 电子元件 独角兽 富士康 广东板块 深股通 深圳特区
002846,英联股份,13.02,15.938707320754718,包装材料 广东板块
002847,盐津铺子,32.27,16.81294117647059,电商概念 湖南板块 食品饮料
002848,高斯贝尔,12.65,12.814833333333333,湖南板块 通讯行业
002849,威星智能,16.37,13.729687980645163,物联网 仪器仪表 浙江板块
002850,科达利,26.99,14.533076923076923,独角兽 广东板块 金属制品 深股通 特斯拉 新能源车 锂电池
002851,麦格米特,0,0.0,电力行业 工业4.0 广东板块 新能源车
002852,道道全,15.52,5.35236276849642,湖南板块 食品饮料
002853,皮阿诺,23.17,19.668101393442626,广东板块 木业家具
002855,捷荣技术,9.36,6.087804878048781,广东板块 塑胶制品 智能穿戴
002856,美芝股份,0,0.0,广东板块 装修装饰
002857,三晖电气,11.82,96.98772396551172,河南板块 仪器仪表 智能电网
002858,力盛赛车,15.79,49.46734984400343,高送转 上海板块 体育产业 文化传媒
002859,洁美科技,35.4,34.81453846153846,电子元件 深股通 浙江板块
002860,星帅尔,19.03,23.720377459193895,长江三角 家电行业 新能源车 浙江板块
002861,瀛通通讯,24.3,18.29184736196319,电子元件 富士康 湖北板块 苹果概念 小米概念
002862,实丰文化,19.98,20.366323702736278,二胎概念 广东板块 文教休闲
002863,今飞凯达,7.67,4.813564166666667,高送转 汽车行业 浙江板块
002864,盘龙药业,44.75,41.15244883905749,次新股 陕西板块 医药制造 中药
002865,钧达股份,19.78,8.752110545454546,海南板块 汽车行业
002866,传艺科技,0,0.0,电子元件 高送转 江苏板块
002867,周大生,32.36,16.74507528784648,电商概念 广东板块 深股通 深圳特区 珠宝首饰
002868,绿康生化,18.68,25.09263094265277,福建板块 农药兽药
002869,金溢科技,27.06,21.110384105960264,广东板块 区块链 软件服务 深圳特区 移动支付
002870,香山股份,21.02,13.122431730337079,广东板块 体育产业 仪器仪表
002871,伟隆股份,19.2,37.73667029379761,机械行业 山东板块
002872,天圣制药,0,0.0,成渝特区 二胎概念 医药制造 中药 重庆板块
002873,新天药业,42.69,18.849276923076925,高送转 贵州板块 医药制造 中药
002875,安奈儿,15.2,6.605955,二胎概念 纺织服装 广东板块 深圳特区
002876,三利谱,48.24,24.12,OLED QFII重仓 电子信息 广东板块 深圳特区 送转预期
002877,智能自控,19.98,53.787519286150115,高送转 江苏板块 仪器仪表
002878,元隆雅图,23.34,14.973127389162563,北京板块 高送转 文化传媒
002879,长缆科技,17.41,25.469722090909087,次新股 湖南板块 输配电气
002880,卫光生物,43.92,36.20885496183206,广东板块 深圳特区 医药制造
002881,美格智能,19.36,29.01424,5G概念 次新股 广东板块 深圳特区 塑胶制品
002882,金龙羽,12.24,9.305903398926654,次新股 广东板块 深圳特区 输配电气
002883,中设股份,42.95,38.911801808133085,PPP模式 次新股 工程建设 江苏板块 雄安新区
002884,凌霄泵业,45.2,15.494000000000002,次新股 广东板块 机械行业 送转预期
002885,京泉华,29.09,11.407843137254902,次新股 电子元件 独角兽 富士康 广东板块 深圳特区 小米概念
002886,沃特股份,23.01,15.830785807017543,5G概念 次新股 独角兽 广东板块 深圳特区 塑胶制品 新材料
002887,绿茵生态,28.63,51.40157027937148,次新股 高送转 工程建设 送转预期 天津板块
002888,惠威科技,20.26,39.37650707343118,次新股 电子信息 广东板块
002889,东方嘉盛,34.97,2.3638795682819382,次新股 广东板块 交运物流 深圳特区
002890,弘宇股份,28.43,25.921270470785327,次新股 山东板块 乡村振兴 专用设备
002891,中宠股份,34.12,12.317689530685918,次新股 山东板块 食品饮料
002892,科力尔,29.11,17.382828571428572,次新股 湖南板块 机械行业
002893,华通热力,26.13,5.659927797833935,北京板块 次新股 公用事业
002895,川恒股份,21.35,39.32679660633484,次新股 贵州板块 化工行业
002896,中大力德,48.24,34.76756756756756,次新股 机械行业 送转预期 浙江板块
002897,意华股份,22.89,14.310190769230768,5G概念 次新股 电子元件 独角兽 高送转 浙江板块
002898,赛隆药业,20.86,36.871083773011286,次新股 广东板块 医药制造
002899,英派斯,20.46,14.110344827586207,次新股 山东板块 体育产业 文教休闲
002900,哈三联,18.01,12.080440256355935,次新股 黑龙江 医药制造
002901,大博医疗,34.5,89.05451612903225,次新股 福建板块 健康中国 医疗器械 医疗行业
002902,铭普光磁,29.17,11.503661971830986,次新股 电子元件 广东板块
002903,宇环数控,36.49,125.262321981495,2025规划 次新股 独角兽 富士康 湖南板块 机械行业 小米概念 智能机器
002905,金逸影视,36.56,10.427979626485568,次新股 广东板块 文化传媒
002906,华阳集团,18.64,11.378818064516128,百度概念 次新股 电子元件 广东板块 无人驾驶
002907,华森制药,28.66,69.4892096969697,次新股 医药制造 中药 重庆板块
002908,德生科技,34.36,59.3449720344757,次新股 大数据 电子信息 广东板块 人工智能 数字中国
002909,集泰股份,17.73,17.943614457831327,次新股 广东板块 化工行业 昨日涨停
002910,庄园牧场,20.73,23.536716363636362,AH股 次新股 甘肃板块 深股通 生态农业 食品饮料
002911,佛燃股份,22.07,10.965969615728328,次新股 公用事业 广东板块 天然气
002912,中新赛克,83.98,99.55064646554405,次新股 大数据 高送转 广东板块 软件服务 网络安全
002913,奥士康,42.35,12.980004680851064,次新股 电子元件 富士康 湖南板块
002915,中欣氟材,37.67,45.523002439595466,次新股 氟化工 化工行业 浙江板块
002916,深南电路,61.98,11.749763033175356,次新股 电子元件 富士康 广东板块 国产芯片 深圳特区 中证500
002917,金奥博,35.98,59.248895245696765,次新股 广东板块 化工行业 深圳特区
002918,蒙娜丽莎,24.69,10.857175092936803,玻璃陶瓷 次新股 广东板块
002919,名臣健康,38.56,26.38404813445378,次新股 广东板块 化工行业
002920,德赛西威,30.4,11.942857142857143,百度概念 次新股 广东板块 汽车行业 无人驾驶 中证500
002921,联诚精密,32.7,17.210526315789473,次新股 汽车行业 山东板块
002922,伊戈尔,22.5,14.487025609756103,次新股 广东板块 输配电气
002923,润都股份,30.8,16.648648648648646,次新股 广东板块 医药制造
002925,盈趣科技,52.55,35.967906766917295,HS300_ QFII重仓 贬值受益 次新股 电子元件 福建板块 工业互联 物联网 智能穿戴
002926,华西证券,9.92,38.294117647058826,参股期货 次新股 券商概念 券商信托 四川板块
002927,泰永长征,38.41,76.21597247987086,次新股 贵州板块 输配电气
002928,华夏航空,31.19,12.605040363269424,次新股 贵州板块 民航机场
002929,润建通信,39.0,13.08374726443769,5G概念 次新股 广西板块 通讯行业 雄安新区
002930,宏川智慧,43.79,110.00238690299805,次新股 广东板块 交运物流
002931,锋龙股份,42.29,45.51491175491176,次新股 浙江板块 专用设备
201000,R003,0,0,
201001,R007,0,0,
201002,R014,0,0,
201003,R028,0,0,
201004,R091,0,0,
201005,R182,0,0,
201008,R001,0,0,
201009,R002,0,0,
201010,R004,0,0,
202001,RC001,0,0,
202003,RC003,0,0,
202007,RC007,0,0,
204001,GC001,4.745,0,
204002,GC002,4.785,0,
204003,GC003,4.725,0,
204004,GC004,4.73,0,
204007,GC007,4.795,0,
204014,GC014,6.31,0,
204028,GC028,4.91,0,
204091,GC091,4.13,0,
204182,GC182,3.81,0,
300001,特锐德,11.52,9.608701966555184,充电桩 创业板综 创业成份 人工智能 融资融券 山东板块 深成500 深股通 输配电气 铁路基建 新能源车 一带一路 智能电网 中证500
